playerID,name,pos,height,weight
cowenda01,David Cowens,C-F,80.5,225
crawfja01,Aaron Crawford,G,77,175
crockdi01,James Crocker,F-G,76,205
crosspe01,Peter Cross,C-F,81,228
cummipa01,Patrick Cummings,F-C,81,230
cunnibi01,William Cunningham,F-C,77,195
currafr01,Francis Curran,G,72,165
dallmho01,Howard Dallmar,F,76,200
danieme01,Melvin Daniels,C,81,220
daughbr01,Bradley Daugherty,C,83,245
davisbr01,Bradley Davis,G,75,180
davisda01,Elliott Davis,F,81,230
davisgl01,Ronald Davis,F,81,289
davisme01,Melvyn Davis,F,78,220
davismi02,Edward Davis,F-G,79,195
daviswa01,Walter Davis,C-F,80,205
deherte01,Lennox Dehere,G,76,190
demicla01,Lawrence Demic,F-C,81,225
derliro01,Rodney Derline,G,72,175
dickada01,Daniel Dickau,G,72,190
digreer01,Ernest DiGregorio,G,72,180
dioguik01,Ikechukwa Diogu,F,80,250
donhabo01,Robert Donham,G-F,74,190
dreilgr01,Gregory Dreiling,C,85,250
dudlech02,Christen Dudley,C,83,235
duncati01,Timothy Duncan,C-F,82,248
dunlemi02,Michael Dunleavy,G-F,81,221
durreke01,Kenneth Durrett,F,79,190
eakinji01,James Eakins,C,83,215
eddledi01,Thomas Eddleman,F-G,74.5,189
edwarbl01,Theodore Edwards,G-F,76,200
ehlocr01,Joel Ehlo,G-F,78,180
ellisbo01,Alexander Ellis,F,77,185
ellisjo01,Joseph Ellis,F-G,78,175
englech01,Christopher Engler,C,83,245
englial01,Alexander English,F,79,190
evansre01,Reginald Evans,F-C,80,245
farmeji01,James Farmer,G,76,190
farmeto01,Anthony Farmer,F,81,225
felixra01,Raymond Felix,C,83,220
ferraal01,Albert Ferrari,G-F,76,190
ferrybo01,Robert Ferry,C-F,80,230
fieldke01,Kenneth Fields,F-G,77,220
fizerma01,Darnell Fizer,F,80,260
flemied01,Edward Fleming,G-F,75,189
flynnmi01,Michael Flynn,G,74,180
forddo01,Donald Ford,F,80.5,215
fortsda01,Daniel Fortson,F,79,260
fosteje01,Jeffrey Foster,F-C,83,230
foustla01,Lawrence Foust,C-F,81,215
foxri01,Ulrich Fox,G-F,78,230
franzro01,Ronald Franz,F,79,205
fraziwi01,Wilbert Frazier,C-F,79,210
fulksjo01,Joseph Fulks,F-C,77,190
gadzuda01,Daniel Gadzuric,C,83,240
gambeda01,David Gambee,F,78,215
garmadi01,Richard Garmaker,G-F,75,200
garredi01,Eldo Garrett,G,75,185
garrito01,Thomas Garrick,G,74,185
gattike01,Kenneth Gattison,F-C,80,225
geigema01,Matthew Geiger,C,84,243
gerargu01,Daniel Gerard,F-G,80,200
gilliar01,Armen Gilliam,F-C,81,230
glovedi01,Micaiah Glover,G,77,220
golato01,Thomas Gola,G-F,78,205
gordobe01,Benjamin Gordon,G,75,200
grahagr01,Gregory Graham,G,76,174
grayeje01,Jeffrey Grayer,F-G,76,200
greenmi01,Michael Green,C-F,82,200
greenst01,Steven Green,F,79,220
grossbo01,Robert Gross,F-G,78,200
guarige01,Eugene Guarilia,F,77,220
gueriri01,Richard Guerin,G,76,195
guokaal01,Albert Guokas,F-G,77,200
hadnoji01,James Hadnot,C-F,82,235
hairsha01,Harold Hairston,F,79,225
halbrsw01,Harvey Halbrook,C,87,230
hamiljo01,James Hamilton,G,70,160
hansebo01,Robert Hansen,G,78,190
hardati01,Timothy Hardaway,G,72,175
hardnch01,Charles Hardnett,F-C,80,220
harpero01,Ronald Harper,G-F,78,185
harrial01,Albert Harrington,F,81,230
harribo01,Robert Harris,F-C,79,185
harriju01,Lorinza Harrington,G,76,180
hassebi01,William Hassett,G,70.5,180
hattove01,Walter Hatton,G,75,193
hawkico01,Cornelius Hawkins,F-C,80,201
hawkito01,Thomas Hawkins,F,77,210
hayesst01,Steven Hayes,C,84,205
hemridi01,Ned Hemric,F,77,220
hendeto01,Thomas Henderson,G,75,190
hensost01,Steven Henson,G,71,177
hertzso01,Sidney Hertzberg,G,70,175
heymaar01,Arthur Heyman,F-G,77,205
higgske01,Kenneth Higgs,G,72,180
hoibefr01,Fredrick Hoiberg,G,76,203
holstji01,James Holstein,F-G,74,180
holzmre01,William Holzman,G,70,175
hopkibo01,Robert Hopkins,C-F,80,205
hornaje01,Jeffrey Hornacek,G,75,190
hoskebi01,Wilmer Hosket,F-C,79.5,225
houseed01,Edward House,G,72,176
hubbaph01,Philip Hubbard,F-C,80,215
humphja01,John Humphries,G,75,185
huntele01,Leslie Hunter,F-C,79,210
hustoge01,Geoffrey Huston,G,74,172
huttojo01,Joseph Hutton,G,73,170
inniger01,Ervin Inniger,G,76,190
iuzzomi01,Michael Iuzzolino,G,70,172
jackslu01,Lucious Jackson,F-C,81,240
jacksmi01,Michael Jackson,F,79,215
jamesmi01,Michael James,G,74,188
jeannbu01,Harry Jeannette,G,71,175
johnsar01,Arnitz Johnson,F-C,77,236
johnsed02,Edward Johnson,G,74,175
johnsfr01,Franklin Johnson,G,73,185
johnsne01,Donald Johnston,C,80,210
johnsre01,Reginald Johnson,F-C,81,205
johnsst01,Stewart Johnson,F-C,80,215
johnsvi01,Vincent Johnson,G,74,200
jonesbo01,Robert Jones,F,81,210
jonesfr01,Frederick Jones,G,74,210
jonesla01,Walter Jones,G-F,74,180
jonespo01,Ronald Jones,F,80,243
jonessa01,Samuel Jones,G-F,76,198
joneswa01,Wallace Jones,F,76,205
joneswi02,Wilbert Jones,F,80,205
jordare01,Reginald Jordan,G,76,190
judkije01,Jeffrey Judkins,G-F,78,185
kamanch01,Christopher Kaman,C,84,255
kellebi01,William Keller,G,70,177
kelsegr01,Gregory Kelser,F,79,190
kennego01,Eugene Kennedy,F-C,77,205
kenvibi01,William Kenville,G-F,74,187
kerrst01,Stephen Kerr,G,75,175
kimblbo01,Gregory Kimble,G-F,76,190
kingji01,James King,G,74,175
kingre01,Reginald King,F,78,225
kinnebo01,Robert Kinney,C-F,78,215
kitegr01,Gregory Kite,C,83,250
knighbi01,William Knight,G-F,78,195
knorele01,Leonard Knorek,C,79,215
kopicjo01,Joseph Kopicki,F,81,240
kramest01,Steven Kramer,G-F,77,200
kuberst01,Stephen Kuberski,F-C,80,215
kupeccj01,Charles Kupec,F-C,78,220
lagarto01,Thomas LaGarde,C-F,82,220
lamarbo01,Dwight Lamar,G,73,170
langhda01,Daniel Langhi,F,83,220
lantzst01,Stuart Lantz,G,75,175
lattida01,David Lattin,F-C,78,225
lavoybo01,Robert Lavoy,F-C,79,185
leaksma01,Emanuel Leaks,C-F,80,225
leero01,Ronald Lee,G,75.5,193
leonasl01,William Leonard,G,75,185
leverfa01,Lafayette Lever,G,75,170
lewisbo01,Robert Lewis,G,75,173
lewisfr02,Frederick Lewis,G,72,175
lewisre01,Reginald Lewis,G-F,79,195
littlge01,Eugene Littles,G,72,160
lloydbo01,Robert Lloyd,G,73.5,184
longllu01,Lucien Longley,C,86,260
loscuji01,James Loscutoff,F,77,220
lovest01,Stanley Love,F,81,215
lumppra01,Raymond Lumpp,G,73,178
macklru01,Durand Macklin,F-G,79,205
mackol01,Oliver Mack,G,75,185
mahafra01,Randolph Mahaffey,F,79,202
majerda01,Daniel Majerle,G-F,78,215
malonma01,Matthew Maloney,G,75,192
mantini01,Nicholas Mantis,G,75,190
marcisa01,Raimondas Marciulionis,G,77,200
marshto01,John Marshall,F-G,76,215
martije01,Jeffery Martin,G,77,195
matthwe01,Wesley Matthews,G,73,170
maydo01,Donald May,F,76,200
mcadobo01,Robert McAdoo,C-F,81,210
mccarjo01,John McCarthy,G,73,185
mccorti01,Timothy McCormick,C,83,240
mcdonbe01,Benjamin McDonald,F,80,210
mcfarpa01,Patrick McFarland,F-G,77,185
mcguial01,Alfred McGuire,G-F,74,180
mcilvji01,James McIlvaine,C,85,240
mcintke01,Kennedy McIntosh,F,79,225
mckinbi01,William McKinney,G,72,160
mcmilji01,James McMillian,F,77,215
mcmilto01,Charles McMillen,F-C,83,210
mcneibo01,Robert McNeill,G,73,170
meinedo01,Donald Meineke,F-C,79,208
mencech01,Charles Mencel,G,71,168
meschto01,Thomas Meschery,F,78,215
miasest01,Stanley Miasek,C-F,77,205
mikaned01,Edward Mikan,C-F,80,230
milesed01,Edward Miles,G-F,76,195
milleed01,Edwin Miller,C-F,80,225
millemi01,Michael Miller,F,80,211
millsch01,Christopher Mills,F,78,215
mitchmi01,Michael Mitchell,F,79,215
mixst01,Steven Mix,F,79,215
monroea01,Vernon Monroe,G,75,185
moorege01,Eugene Moore,C-F,81,225
moorejo01,John Moore,G,73,175
morelja01,Jack Moreland,F-G,79,215
morrima01,Glen Morris,F-C,73,195
mountri01,Richard Mount,G,75,175
mullije01,Jeffrey Mullins,G-F,76,190
mustaje01,Terrah Mustaf,F-C,82,238
nagyfr01,Frederick Nagy,G-F,73.5,170
nashst01,Stephen Nash,G,75,195
nealyed01,Eddie Nealy,F,79,238
nelsolo01,Louis Nelson,G,75,190
netolbo01,Robert Netolicky,F-C,81,220
newlimi01,Michael Newlin,G-F,76,200
newmajo01,John Newman,F-G,79,190
niemari01,Richard Niemann,C,84,245
nixonno01,Norman Nixon,G,74,170
nordmbe01,Robert Nordmann,C,82,225
normake01,Kenneth Norman,F,80,215
noszkst01,Stanley Noszka,G,73,185
nowelme01,Melvyn Nowell,G,74,170
obrieji01,James OBrien,G,73,170
ohldo01,Donald Ohl,G,75,190
okeefdi01,Richard OKeefe,G-F,74,170
olsenbu01,Enoch Olsen,F-C,80,215
osterwa01,Walter Osterkorn,F-C,76.5,205
outlabo01,Charles Outlaw,F-C,80,210
owensre01,James Owens,G-F,75,185
pachuza01,Zaur Pachulia,F-C,83,240
palmebu01,John Palmer,F-C,76,180
parhaea01,Estes Parham,F-G,75,200
parkeso01,Robert Parker,F-G,78,200
parkme01,Medford Park,G-F,74,200
pattest01,Steven Patterson,C,81,225
paulkch01,Charles Paulk,F-C,79,211
pavloal01,Aleksandar Pavlovic,F,79,210
paxsoji02,James Paxson,G-F,78,200
payneke01,Kenneth Payne,F-G,80,195
pelkija01,John Pelkington,C-F,78,220
perduwi01,William Perdue,C,84,240
perryti01,Timothy Perry,F-C,81,200
peterji01,James Petersen,F-C,82,235
petrige01,Geoffrey Petrie,G,76,190
phelpmi01,Michael Phelps,G,76,180
piatkwa01,Walter Piatkowski,F,80,220
piontda01,David Piontek,F-C,77.5,230
pollaji01,James Pollard,F-C-G,75.5,185
poquebe01,Benedict Poquette,F-C,81,235
powelci01,Cincinnatus Powell,F-C,79,220
pricebr01,Hartley Price,G,73,165
pricema01,William Price,G,72,170
profila01,Bronta Profit,G-F,76,204
quickbo01,Robert Quick,F-G,77,215
rackllu01,Luther Rackley,C,82,220
rambiku01,Darrell Rambis,F,80,213
rascobo01,Robert Rascoe,G-F,76,205
ratlith01,Theophalus Ratliff,F-C,82,225
raylji01,James Rayl,G,74,175
reedhu01,Hubert Reed,C-F,81,215
reganri01,Richard Regan,G,74,180
reisech01,Joseph Reiser,G-F,71,165
richapo01,Jerome Richardson,G,73,180
rickedi01,Richard Ricketts,F-C,79,215
riebeme01,Melvin Riebe,G-F,71,180
rileyro01,Ronald Riley,F,80,195
risenar01,Arnold Risen,C-F,81,200
riverdo01,Glenn Rivers,G,76,185
roberbi01,William Roberts,C,80,195
roberjo01,Joseph Roberts,F,78,214
robeyri01,Frederick Robey,C-F,82,230
robinna01,Nathaniel Robinson,G,69,180
robinsa01,Samuel Robinson,F,79,190
robisda01,David Robisch,C-F,82,235
rollike01,Kenneth Rollins,G,72,168
rollitr01,Wayne Rollins,C,85,235
rottnmi01,Marvin Rottner,G,70,177
rouxgi01,Gifford Roux,F-C,77,195
ruklijo01,Joseph Ruklick,F-C,81,220
rulebo01,Bobby Rule,C-F,81,220
russeca02,Michael Russell,F,80,215
sailoke01,Kenneth Sailors,G,70,175
sandeto01,Thomas Sanders,F,78,210
saulpe01,Frank Saul,G-F,74,185
schaebi01,William Schaeffer,F,77,200
schaufr01,Frederick Schaus,F,76,205
schaydo01,Adolph Schayes,F-C,79,195
schnidi01,Richard Schnittker,F,77,200
schoomi01,Milton Schoon,C,79,230
schulho01,Howard Schultz,C-F,78,200
scottra01,John Scott,F-C,81,215
seewa01,Marshall See,G,75,190
sellebr01,Bradley Sellers,C-F,84,210
selvyfr01,Franklin Selvy,G-F,74.5,180
shannho01,Howard Shannon,G-F,73,175
sharmbi01,William Sharman,G,73,175
shippch01,Charles Shipp,G-F,73,200
sidledo01,Donald Sidle,F-C,80,215
simonwa01,Walter Simon,F-G,78,200
skinnal01,Albert Skinner,G,75,190
skoogwh01,Myer Skoog,G,71,180
sloanje01,Gerald Sloan,G-F,77,195
smithal01,Alan Smith,G,73,185
smithdo03,Douglas Smith,F,82,220
smithjo02,Joseph Smith,F,82,225
smithke01,Kenneth Smith,G,75,170
smithra01,Randolph Smith,G-F,75,160
smithto02,Charles Smith,G,75,185
snydedi01,Richard Snyder,G-F,77,205
sobiero01,Ronald Sobie,G,75,185
solomwi01,William Solomon,G,73,185
sorenda01,David Sorenson,F,79,225
spearod01,Marion Spears,G,76.5,205
spoelar01,Arthur Spoelstra,C,81,220
stallda01,David Stallworth,F-C,79,200
steppbr01,Michael Steppe,G-F,77,190
stojape01,Predrag Stojakovic,F-G,81,220
stoudsa01,Charles Stoudamire,G,73,179
stricro02,Rodney Strickland,G,75,175
stutzst01,Stanley Stutz,G-F,70,170
suttogr01,Gregory Sutton,G,74,170
swiftsk01,Harley Swift,G,75,204
tatumea01,William Tatum,G-F,76.5,185
taylool01,Oliver Taylor,G-F,74,194
thackto01,Thomas Thacker,G-F,74,170
thomaji01,James Thomas,G,74,190
thomaro01,Ronald Thomas,F,78,215
thompbi01,William Thompson,F,79,195
thornbo01,Robert Thornton,F-C,82,225
thurmna01,Nathaniel Thurmond,C-F,83,225
todormi01,Marko Todorovich,F-C,77,205
tolbeto01,Byron Tolbert,F-C,79,235
toomaja01,John Toomay,C-F,78,215
tormoge01,Eugene Tormohlen,C-F,80,220
toughbo01,Robert Tough,G-F,72,185
triptdi01,Richard Triptow,G-F,72,170
tsakaja01,Iakovos Tsakalidis,C,86,283
tuckeal01,Albert Tucker,F,80,190
turkohe01,Hidayet Turkoglu,G-F,80,202
turnehe01,Herschell Turner,G,74,195
turpime01,Melvin Turpin,C,83,240
tyrach01,Charles Tyra,C-F,80,230
unselwe01,Westley Unseld,C-F,79,245
vanarto01,Thomas Van Arsdale,F-G,77,200
vancege01,Ellis Vance,G-F,75,194
vandeki01,Ernest Vandeweghe,F,80,220
vanlino01,Norman Van Lier,G,73,173
vergabo01,Robert Verga,G,72,180
vincesa01,James Vincent,G,74,185
voskuja01,Robert Voskuhl,C,83,245
vrankst01,Stojan Vrankovic,C,86,260
wafervo01,Vakeaton Wafer,G,77,210
wagneda01,Daniel Wagner,G,72,170
walkefo01,Clarence Walker,G,72,170
walkeke01,Kenneth Walker,F,80,210
walljo01,Johnathan Wall,G,76,195
wanzebo01,Robert Wanzer,G,72,170
warlibo01,Robert Warlick,G-F,77,200
washibo01,Robert Washington,G,71,175
washipe01,Dwayne Washington,G,74,190
wattssl01,Donald Watts,G,73,175
webbsp01,Anthony Webb,G,66,130
wellsbo01,Gawen Wells,G-F,77,210
wennibi01,William Wennington,C,84,245
westdo01,Jeffery West,G-F,78,200
whitejo01,Joseph White,G,75,190
whitnch01,Christopher Whitney,G,72,168
wileyge01,Eugene Wiley,C,82,210
wilkele01,Leonard Wilkens,G,73,180
wilkied01,Eddie Wilkins,F-C,82,220
wilksmi01,Michael Wilks,G,70,180
willibe01,Bernard Williams,G,75,175
willich02,Edward Williams,G,74,175
williho01,John Williams,F-C,83,215
willimi02,Micheal Williams,G,74,175
willina01,Nathaniel Williams,F-G,76,215
williro01,Ronald Williams,G,75,188
willisa02,Samuel Williams,F,80,210
williwa02,Walter Williams,F-G,80,219
wilsobo03,Robert Wilson,G,74.5,175
winfile01,Leroy Winfield,G,74,174
wohlda01,David Wohl,G,74,185
woodal01,Martin Wood,G-F,78,193
woodsmi01,Michael Woodson,G-F,77,195
workmto01,Thomas Workman,F-C,79,218
wrighle01,James Wright,F,81,215
zawolze01,Robert Zawoluk,F-C,79,215
zunicma01,Matthew Zunic,G-F,75,195
anderda03,David Andersen,C,83,245
anthojo01,Joel Anthony,C,81,245
barnhle01,Leo Barnhorst,F-G,76,190
bayleje01,Jerryd Bayless,G,75,200
beaubro01,Rodrigue Beaubois,G,72,170
birchpa01,Paul Birch,F-G-C,73,190
breweco01,Corey Brewer,G-F,81,185
budinch01,Chase Budinger,G-F,79,218
carrode01,DeMarre Carroll,F,80,212
chandwi01,Wilson Chandler,F,80,220
collida01,Darren Collison,G,72,160
crittja01,Javaris Crittenton,G,77,198
currymi01,Michael Curry,F-G,77,210
dayeau01,Austin Daye,F,82,200
diopde01,Desagana Diop,C,84,280
douglto01,Toney Douglas,G,74,190
dudleja01,Jared Dudley,G-F,79,225
ellinwa01,Wayne Ellington,G,76,200
fesenky01,Kyrylo Fesenko,C,84,235
foyera01,Randy Foye,G,76,210
gainesu01,Sundiata Gaines,G,73,195
gibsota01,Taj Gibson,F,81,225
gortama01,Marcin Gortat,F-C,83,240
greendo01,Donte Greene,F,83,226
haddaha01,Hamed Haddadi,C,86,254
hawessp01,Spencer Hawes,C,84,244
hillge01,George Hill,G,74,180
hinriki01,Kirk Hinrich,G,75,190
jacksda01,Darnell Jackson,F,81,253
jennibr01,Brandon Jennings,G,73,169
johnsja01,James Johnson,F,81,245
lawac01,Acie Law,G,75,195
lopezbr01,Brook Lopez,C,84,260
loveke01,Kevin Love,F,82,260
martica01,Cartier Martin,F,79,220
maughar01,Ariel Maughan,F,76,190
mcgeeja01,JaVale McGee,C-F,84,237
meeksjo01,Jodie Meeks,G,76,208
moonja01,Jamario Moon,F,80,205
nachbbo01,Bostjan Nachbar,F,81,221
noelpa01,Paul Noel,F,76,185
poweljo01,Josh Powell,F,81,225
robined01,Eddie Robinson,G-F,80,204
sallejo01,John Salley,F-C,83,230
smithja01,Jabari Smith,C,83,240
speigma01,Marreese Speights,C,82,245
thabeha01,Hasheem Thabeet,C,87,267
thornal01,Al Thornton,F,79,220
tollian01,Anthony Tolliver,C,80,240
westbru01,Russell Westbrook,G,75,187
willide01,Deron Williams,G,75,210
willise01,Sean Williams,F-C,82,235
wrighbr03,Brandan Wright,F,81,205
youngth01,Thaddeus Young,F,80,220
artesro01,Metta World Peace,G-F,78,244
bareajo01,Jose Barea Mora,G,71,175
brockjo01,Jonathan Brockman,F,79,255
caldejo01,Jose Calderon Borrallo,G,75,210
chrisca01,Calvin Christensen,F-C,77,210
crawffr01,Frederick Crawford,G-F,76,189
diawbo01,Boris Diaw-Riffiod,G-F,80,203
fernaru01,Rudolfo Fernandez Farres,G-F,78,185
gasolma01,Marc Gasol Saez,C,85,265
gillihe01,Herman Gilliam,G-F,75,185
greenje02,Jeffrey Green,F,81,228
herrmwa01,Walter Herrmann Heinrich,F-C,81,225
hilarne01,Nene,F-C,83,260
ibakase01,Sergeballu Ibaka,F,82,235
jianlyi01,Jianlian Yi,F,83,238
kerrjo01,John Kerr,C-F,81,230
koufoko01,Kostantine Koufos,C,84,265
lawsoty01,Tywon Lawson,G,71,195
lopezra01,Raul Lopez Molist,G,72,180
mayooj01,Ovinton Mayo,G,76,210
mcrobjo01,Joshua McRoberts,F,82,240
novakst01,Steven Novak,F,82,220
putnado01,James Putman,G,72,160
sadowed01,Edward Sadowski,C,77,240
scolalu01,Luis Scola Balvoa,F,81,245
splitti01,Tiago Splitter Beims,F,83,232
sueseke01,Kenneth Suesens,G,73,175
teaguje01,Jeffrey Teague,G,74,180
walkebi01,William Walker,G-F,78,220
warlebe01,Benjamin Warley,F-G,77,200
weemsso01,Clarence Weems,G-F,78,203
wilfowi01,Alva Wilfong,G-F,74,185
youngsa01,Samuel Young,G-F,78,220
berryco01,Connie Berry,F-C,75,200
bolyabu01,Marvin Bolyard,G,71,185
bushje01,Gerard Bush,F-C,75,200
camicjo01,Joe Camic,F-C,76.5,195
colemki01,Kelly Coleman,G-F,75,215
dancked01,Edward Dancker,C-F,79,200
edwarco02,Leroy Edwards,C-F,76,200
harrilu02,Luther Harris,F-G,75,195
homerji01,James Homer,F-C-G,77,220
kaisero01,Roger Kaiser,G,72.5,190
lewined01,Edmund Lewinski,F-C-G,76,210
mcderbo01,Robert McDermott,G,71,180
mcgowvi01,Vince McGowan,C-F,78,208
pruitge01,George Pruitt,F,73,198
rivliju01,Jule Rivlin,G,71,160
sharkst01,Stephen Sharkey,G-F,72,190
sokodpa01,Paul Sokody,F,74,170
tayloro02,Roger Taylor,G,72,175
vaughgo01,Govoner Vaughn,F-G,76,180
witashe01,Herman Witasek,G-F,74,210
devetru01,Russell DeVette,F,77,190
adubari01,Richie Adubato,,0,0
anderla01,LaDell Andersen,,0,0
auerbre01,Red Auerbach,,70,170
badgeed01,Ed Badger,,0,0
barrito01,Tom Barrise,,0,0
beecl01,Clair Bee,,0,0
benneca01,Carl Bennett,,0,0
bertkbi01,Bill Bertka,,0,0
binstma01,Mark Binstein,,0,0
blakebi01,Bill Blakely,,0,0
bowerje01,Jeff Bower,,0,0
broveji01,Jim Brovelli,,0,0
brownhe01,Herb Brown,,0,0
brownmi02,Mike Brown,,75,200
buckwbu01,Bucky Buckwalter,,0,0
calipjo01,John Calipari,,0,0
carlepj01,PJ Carlesimo,,0,0
carrojo02,John Carroll,,0,0
caseydw01,Dwane Casey,,0,0
cazzevi01,Vince Cazzetta,,0,0
cliffro01,Roy Clifford,,0,0
colanje01,Jerry Colangelo,,0,0
dalych01,Chuck Daly,,74,180
dileoto01,Tony DiLeo,,0,0
duffeik01,Ike Duffey,,0,0
fitchbi01,Bill Fitch,,74,205
floydti01,Tim Floyd,,0,0
fratemi01,Mike Fratello,,67,150
gentral01,Alvin Gentry,,0,0
gregoed01,Ed Gregory,,0,0
hamille01,Leonard Hamilton,,0,0
harride02,Del Harris,,76,205
hartedi01,Dick Harter,,0,0
haymale01,Lew Hayman,,0,0
hillbr01,Brian Hill,,69,175
inmanst01,Stu Inman,,0,0
juliaal01,Alvin Julian,,0,0
krugelo01,Lon Kruger,,0,0
lapchjo01,Joe Lapchick,,77,185
locketa01,Tates Locke,,0,0
lynamji01,Jim Lynam,,0,0
maclejo01,John MacLeod,,72,170
mccarba01,Babe McCarthy,,0,0
mchonmo01,Morris McHone,,0,0
mclenjo01,John McLendon,,0,0
montgmi01,Mike Montgomery,,0,0
mottadi01,Dick Motta,,70,170
musseer01,Eric Musselman,,0,0
nissato01,Tom Nissalke,,0,0
olsenha01,Harold Olsen,,0,0
pfundra01,Randy Pfund,,0,0
popovgr01,Gregg Popovich,,0,0
ramsaja01,Jack Ramsay,,73,180
robersc01,Scotty Robertson,,0,0
rodgeji01,Jimmy Rodgers,,0,0
rothsro01,Ron Rothstein,,0,0
russejo01,John Russell,,0,0
saundfl01,Flip Saunders,,71,175
shiplbe01,Beryl Shipley,,0,0
spoeler01,Erik Spoelstra,,0,0
staakbo01,Bob Staak,,0,0
stottte01,Terry Stotts,,0,0
tarkaje01,Jerry Tarkanian,,0,0
toddji01,Jim Todd,,0,0
vanguje01,Jeff Van Gundy,,69,150
versadi01,Dick Versace,,0,0
vogelfr01,Frank Vogel,,0,0
westhpa01,Paul Westhead,,0,0
wintete01,Tex Winter,,0,0
youngdr01,Draff Young,,0,0
mooredo01,John Moore,,0,0
joneswa03,Wally Jones,,0,0
robiner01,Ermer Robinson,,NaN,NaN
hyattch01,Charles Hyatt,,71,NaN
rosegl01,Glen Rose,,NaN,NaN
glammge01,George Glammack,,NaN,NaN
koliswa01,Walt Kolish,,NaN,NaN
