front,left,direction
1.024,0.559,Move-Forward
1.006,0.551,Move-Forward
0.987,0.544,Move-Forward
0.969,0.536,Move-Forward
0.715,0.529,Sharp-Right-Turn
0.677,0.522,Sharp-Right-Turn
0.651,0.514,Sharp-Right-Turn
0.628,0.506,Sharp-Right-Turn
0.606,0.498,Sharp-Right-Turn
0.591,0.49,Sharp-Right-Turn
0.585,0.484,Sharp-Right-Turn
0.573,0.478,Sharp-Right-Turn
0.835,0.479,Sharp-Right-Turn
0.837,0.483,Sharp-Right-Turn
0.839,0.482,Sharp-Right-Turn
0.839,0.481,Sharp-Right-Turn
0.839,0.479,Sharp-Right-Turn
0.837,0.476,Sharp-Right-Turn
0.831,0.475,Sharp-Right-Turn
0.834,0.47,Sharp-Right-Turn
0.834,0.47,Sharp-Right-Turn
0.831,0.469,Sharp-Right-Turn
0.831,0.468,Sharp-Right-Turn
0.527,0.466,Sharp-Right-Turn
0.832,0.464,Sharp-Right-Turn
0.836,0.462,Sharp-Right-Turn
0.839,0.46,Sharp-Right-Turn
0.842,0.455,Sharp-Right-Turn
0.843,0.456,Sharp-Right-Turn
0.843,0.454,Sharp-Right-Turn
0.841,0.453,Sharp-Right-Turn
0.838,0.451,Sharp-Right-Turn
0.838,0.449,Sharp-Right-Turn
0.838,0.447,Sharp-Right-Turn
0.834,0.445,Sharp-Right-Turn
0.837,0.443,Sharp-Right-Turn
0.845,0.441,Sharp-Right-Turn
0.846,0.439,Sharp-Right-Turn
0.845,0.437,Sharp-Right-Turn
0.845,0.435,Sharp-Right-Turn
0.846,0.433,Sharp-Right-Turn
0.847,0.431,Sharp-Right-Turn
0.836,0.428,Sharp-Right-Turn
0.835,0.425,Sharp-Right-Turn
0.834,0.423,Sharp-Right-Turn
0.834,0.42,Sharp-Right-Turn
0.842,0.417,Sharp-Right-Turn
0.841,0.415,Sharp-Right-Turn
0.841,0.414,Sharp-Right-Turn
0.844,0.412,Sharp-Right-Turn
0.843,0.411,Sharp-Right-Turn
0.831,0.413,Sharp-Right-Turn
0.827,0.414,Sharp-Right-Turn
0.826,0.413,Sharp-Right-Turn
0.825,0.408,Sharp-Right-Turn
0.826,0.408,Sharp-Right-Turn
0.828,0.408,Sharp-Right-Turn
0.83,0.411,Sharp-Right-Turn
0.829,0.423,Sharp-Right-Turn
0.828,0.441,Sharp-Right-Turn
0.83,0.467,Sharp-Right-Turn
0.836,0.418,Sharp-Right-Turn
0.84,0.419,Sharp-Right-Turn
5,0.427,Slight-Right-Turn
0.828,0.484,Sharp-Right-Turn
0.827,0.999,Sharp-Right-Turn
0.83,0.431,Sharp-Right-Turn
0.832,0.433,Sharp-Right-Turn
0.835,0.434,Sharp-Right-Turn
0.835,0.43,Sharp-Right-Turn
0.835,0.43,Sharp-Right-Turn
0.835,0.43,Sharp-Right-Turn
0.839,0.428,Sharp-Right-Turn
0.852,0.431,Sharp-Right-Turn
0.856,0.432,Sharp-Right-Turn
3.332,0.433,Slight-Right-Turn
3.333,0.437,Slight-Right-Turn
3.334,0.442,Slight-Right-Turn
3.334,0.453,Slight-Right-Turn
3.335,0.817,Move-Forward
3.334,0.818,Move-Forward
3.334,0.801,Move-Forward
3.333,0.818,Move-Forward
3.332,0.814,Move-Forward
3.329,0.817,Move-Forward
3.323,0.81,Move-Forward
3.314,0.803,Move-Forward
3.302,0.799,Move-Forward
3.288,0.79,Move-Forward
3.271,0.783,Move-Forward
3.256,0.78,Move-Forward
3.242,0.77,Move-Forward
3.224,0.762,Move-Forward
3.203,0.754,Move-Forward
3.188,0.591,Move-Forward
3.168,0.741,Move-Forward
3.149,0.632,Move-Forward
3.129,0.654,Move-Forward
3.11,0.715,Move-Forward
0.881,0.707,Sharp-Right-Turn
3.071,0.699,Move-Forward
3.051,0.691,Move-Forward
3.031,0.683,Move-Forward
3.012,0.675,Move-Forward
2.994,0.668,Move-Forward
2.973,0.661,Move-Forward
2.957,0.654,Move-Forward
2.94,0.648,Move-Forward
0.811,0.641,Sharp-Right-Turn
0.795,0.638,Sharp-Right-Turn
0.778,0.648,Sharp-Right-Turn
0.781,0.636,Sharp-Right-Turn
2.859,0.629,Move-Forward
0.749,0.62,Sharp-Right-Turn
2.835,0.612,Move-Forward
2.829,0.608,Move-Forward
2.828,0.607,Move-Forward
2.828,0.604,Move-Forward
2.827,0.607,Move-Forward
2.826,0.608,Move-Forward
2.825,0.607,Move-Forward
2.823,0.607,Move-Forward
2.821,0.606,Move-Forward
2.819,0.606,Move-Forward
2.817,0.606,Move-Forward
2.815,0.605,Move-Forward
2.813,0.605,Move-Forward
2.809,0.6,Move-Forward
2.801,0.599,Move-Forward
2.791,0.6,Move-Forward
2.78,0.597,Move-Forward
2.767,0.592,Move-Forward
2.752,0.589,Move-Forward
2.736,0.587,Move-Forward
2.719,0.58,Move-Forward
2.702,0.575,Move-Forward
2.684,0.565,Move-Forward
2.665,0.562,Move-Forward
2.647,0.558,Move-Forward
2.628,0.558,Move-Forward
2.609,0.575,Move-Forward
2.589,0.538,Move-Forward
2.569,0.529,Move-Forward
2.55,0.523,Move-Forward
2.53,0.512,Move-Forward
2.51,0.512,Move-Forward
2.491,0.503,Move-Forward
2.471,0.496,Move-Forward
2.451,0.486,Slight-Right-Turn
2.431,0.479,Slight-Right-Turn
2.411,0.47,Slight-Right-Turn
2.391,0.464,Slight-Right-Turn
2.372,0.458,Slight-Right-Turn
2.354,0.452,Slight-Right-Turn
2.337,0.448,Slight-Right-Turn
2.32,0.444,Slight-Right-Turn
2.304,0.441,Slight-Right-Turn
2.288,0.439,Slight-Right-Turn
2.274,0.44,Slight-Right-Turn
2.258,0.439,Slight-Right-Turn
2.248,0.445,Slight-Right-Turn
2.233,0.45,Slight-Right-Turn
2.222,0.449,Slight-Right-Turn
2.214,0.459,Slight-Right-Turn
2.205,0.466,Slight-Right-Turn
2.195,0.445,Slight-Right-Turn
2.184,0.441,Slight-Right-Turn
2.179,0.437,Slight-Right-Turn
2.181,0.436,Slight-Right-Turn
2.181,0.436,Slight-Right-Turn
2.179,0.436,Slight-Right-Turn
2.179,0.436,Slight-Right-Turn
2.181,0.436,Slight-Right-Turn
2.177,0.436,Slight-Right-Turn
2.174,0.436,Slight-Right-Turn
2.169,0.436,Slight-Right-Turn
2.163,0.436,Slight-Right-Turn
2.155,0.507,Move-Forward
2.147,0.444,Slight-Right-Turn
2.138,0.442,Slight-Right-Turn
2.129,0.487,Slight-Right-Turn
2.119,0.486,Slight-Right-Turn
2.107,0.495,Move-Forward
2.096,3.091,Slight-Left-Turn
2.085,3.097,Slight-Left-Turn
2.074,0.457,Slight-Right-Turn
2.062,0.458,Slight-Right-Turn
2.049,0.462,Slight-Right-Turn
2.035,0.473,Slight-Right-Turn
2.021,0.492,Slight-Right-Turn
2.008,0.481,Slight-Right-Turn
1.995,1.464,Slight-Left-Turn
1.981,1.455,Slight-Left-Turn
1.968,1.452,Slight-Left-Turn
1.956,1.447,Slight-Left-Turn
1.943,1.446,Slight-Left-Turn
1.931,1.444,Slight-Left-Turn
1.918,1.442,Slight-Left-Turn
1.905,1.441,Slight-Left-Turn
1.891,1.437,Slight-Left-Turn
1.877,1.435,Slight-Left-Turn
1.862,1.434,Slight-Left-Turn
1.848,1.433,Slight-Left-Turn
1.833,1.431,Slight-Left-Turn
1.818,1.43,Slight-Left-Turn
1.804,1.431,Slight-Left-Turn
1.79,1.43,Slight-Left-Turn
1.776,1.431,Slight-Left-Turn
1.762,1.44,Slight-Left-Turn
1.686,1.432,Slight-Left-Turn
1.677,1.424,Slight-Left-Turn
1.658,1.422,Slight-Left-Turn
1.646,1.421,Slight-Left-Turn
1.637,0.664,Move-Forward
1.524,0.665,Move-Forward
1.425,0.675,Move-Forward
1.418,0.686,Move-Forward
1.416,0.693,Move-Forward
1.403,0.696,Move-Forward
1.393,0.795,Move-Forward
1.413,0.805,Move-Forward
1.414,0.819,Move-Forward
1.41,0.83,Move-Forward
1.359,0.915,Slight-Left-Turn
1.345,0.982,Slight-Left-Turn
1.332,2.168,Slight-Left-Turn
1.318,0.88,Move-Forward
1.304,2.192,Slight-Left-Turn
1.29,2.204,Slight-Left-Turn
1.277,2.217,Slight-Left-Turn
1.263,2.229,Slight-Left-Turn
1.249,1.292,Slight-Left-Turn
1.236,1.297,Slight-Left-Turn
1.223,1.305,Slight-Left-Turn
1.21,1.312,Slight-Left-Turn
1.201,1.319,Slight-Left-Turn
1.19,2.29,Slight-Left-Turn
1.181,2.298,Slight-Left-Turn
1.17,2.304,Slight-Left-Turn
1.157,1.762,Slight-Left-Turn
1.144,1.772,Slight-Left-Turn
1.132,2.326,Slight-Left-Turn
1.12,2.333,Slight-Left-Turn
1.108,2.34,Slight-Left-Turn
1.096,2.347,Slight-Left-Turn
1.083,0.844,Move-Forward
1.071,0.848,Move-Forward
1.059,0.814,Move-Forward
1.046,0.82,Move-Forward
1.032,0.82,Move-Forward
1.017,0.859,Move-Forward
0.999,0.825,Move-Forward
0.982,0.828,Move-Forward
0.965,0.831,Move-Forward
0.947,0.829,Move-Forward
0.929,0.828,Move-Forward
0.91,0.83,Move-Forward
0.891,0.833,Sharp-Right-Turn
0.872,0.835,Sharp-Right-Turn
0.853,0.835,Sharp-Right-Turn
0.834,0.837,Sharp-Right-Turn
0.814,0.84,Sharp-Right-Turn
0.796,0.843,Sharp-Right-Turn
0.78,0.845,Sharp-Right-Turn
0.775,0.844,Sharp-Right-Turn
0.778,0.843,Sharp-Right-Turn
0.78,0.842,Sharp-Right-Turn
0.782,0.841,Sharp-Right-Turn
0.783,0.841,Sharp-Right-Turn
0.782,0.844,Sharp-Right-Turn
0.782,0.844,Sharp-Right-Turn
0.782,0.842,Sharp-Right-Turn
0.783,0.845,Sharp-Right-Turn
0.786,0.841,Sharp-Right-Turn
0.783,0.84,Sharp-Right-Turn
0.784,0.838,Sharp-Right-Turn
0.787,0.834,Sharp-Right-Turn
0.786,0.833,Sharp-Right-Turn
0.786,0.831,Sharp-Right-Turn
0.782,0.829,Sharp-Right-Turn
0.781,0.828,Sharp-Right-Turn
0.78,0.826,Sharp-Right-Turn
0.78,0.825,Sharp-Right-Turn
0.779,0.823,Sharp-Right-Turn
0.779,0.822,Sharp-Right-Turn
0.781,0.83,Sharp-Right-Turn
0.781,0.905,Sharp-Right-Turn
0.78,0.834,Sharp-Right-Turn
0.778,0.825,Sharp-Right-Turn
0.772,0.831,Sharp-Right-Turn
0.77,0.821,Sharp-Right-Turn
0.769,0.82,Sharp-Right-Turn
0.768,0.854,Sharp-Right-Turn
0.767,0.89,Sharp-Right-Turn
0.766,0.884,Sharp-Right-Turn
0.766,0.826,Sharp-Right-Turn
0.769,0.822,Sharp-Right-Turn
0.768,0.798,Sharp-Right-Turn
0.78,0.794,Sharp-Right-Turn
0.796,0.791,Sharp-Right-Turn
0.767,0.787,Sharp-Right-Turn
0.766,0.784,Sharp-Right-Turn
0.766,0.78,Sharp-Right-Turn
0.768,0.773,Sharp-Right-Turn
0.771,0.77,Sharp-Right-Turn
0.784,0.767,Sharp-Right-Turn
0.843,0.763,Sharp-Right-Turn
0.885,0.755,Sharp-Right-Turn
0.887,0.752,Sharp-Right-Turn
0.885,0.749,Sharp-Right-Turn
1.333,0.748,Move-Forward
1.338,0.742,Move-Forward
1.339,0.735,Move-Forward
1.335,0.733,Move-Forward
1.333,0.732,Move-Forward
1.331,0.732,Move-Forward
1.329,0.732,Move-Forward
1.323,0.732,Move-Forward
1.315,0.731,Move-Forward
1.304,0.731,Move-Forward
1.295,0.724,Move-Forward
1.28,0.719,Move-Forward
1.264,0.715,Move-Forward
1.247,0.71,Move-Forward
1.23,0.709,Move-Forward
1.211,0.7,Move-Forward
1.048,0.694,Move-Forward
1.025,0.689,Move-Forward
1.005,0.684,Move-Forward
0.988,0.678,Move-Forward
0.971,0.673,Move-Forward
0.955,0.667,Move-Forward
0.938,0.662,Move-Forward
0.922,0.656,Move-Forward
0.905,0.65,Move-Forward
0.886,0.638,Sharp-Right-Turn
0.954,0.627,Move-Forward
0.935,0.618,Move-Forward
0.915,0.612,Move-Forward
0.897,0.606,Sharp-Right-Turn
0.88,0.601,Sharp-Right-Turn
0.864,0.597,Sharp-Right-Turn
0.849,0.593,Sharp-Right-Turn
0.835,0.589,Sharp-Right-Turn
0.824,0.585,Sharp-Right-Turn
0.822,0.583,Sharp-Right-Turn
0.825,0.578,Sharp-Right-Turn
0.826,0.578,Sharp-Right-Turn
0.826,0.582,Sharp-Right-Turn
0.826,0.578,Sharp-Right-Turn
0.826,0.578,Sharp-Right-Turn
0.826,0.577,Sharp-Right-Turn
0.826,0.576,Sharp-Right-Turn
0.827,0.572,Sharp-Right-Turn
0.827,0.572,Sharp-Right-Turn
0.827,0.572,Sharp-Right-Turn
0.827,0.571,Sharp-Right-Turn
0.827,0.57,Sharp-Right-Turn
0.828,0.569,Sharp-Right-Turn
0.828,0.568,Sharp-Right-Turn
0.828,0.566,Sharp-Right-Turn
0.828,0.564,Sharp-Right-Turn
0.828,0.564,Sharp-Right-Turn
0.826,0.562,Sharp-Right-Turn
0.826,0.561,Sharp-Right-Turn
0.825,0.566,Sharp-Right-Turn
0.825,0.565,Sharp-Right-Turn
0.825,0.565,Sharp-Right-Turn
0.825,0.565,Sharp-Right-Turn
0.825,0.56,Sharp-Right-Turn
0.826,0.559,Sharp-Right-Turn
0.825,0.554,Sharp-Right-Turn
0.826,0.553,Sharp-Right-Turn
0.826,0.552,Sharp-Right-Turn
0.826,0.55,Sharp-Right-Turn
0.827,0.549,Sharp-Right-Turn
0.827,0.547,Sharp-Right-Turn
0.828,0.546,Sharp-Right-Turn
0.827,0.545,Sharp-Right-Turn
0.826,0.547,Sharp-Right-Turn
0.825,0.55,Sharp-Right-Turn
0.823,0.547,Sharp-Right-Turn
0.822,0.545,Sharp-Right-Turn
0.821,0.538,Sharp-Right-Turn
0.82,0.532,Sharp-Right-Turn
0.82,0.53,Sharp-Right-Turn
0.82,0.529,Sharp-Right-Turn
0.82,0.528,Sharp-Right-Turn
0.823,0.527,Sharp-Right-Turn
0.821,0.527,Sharp-Right-Turn
0.824,0.526,Sharp-Right-Turn
0.824,0.526,Sharp-Right-Turn
0.823,0.525,Sharp-Right-Turn
0.822,0.524,Sharp-Right-Turn
0.818,0.527,Sharp-Right-Turn
0.817,0.527,Sharp-Right-Turn
0.816,0.542,Sharp-Right-Turn
0.816,0.707,Sharp-Right-Turn
0.814,0.524,Sharp-Right-Turn
0.813,0.52,Sharp-Right-Turn
0.813,0.523,Sharp-Right-Turn
0.812,0.527,Sharp-Right-Turn
0.812,0.572,Sharp-Right-Turn
0.811,0.867,Sharp-Right-Turn
0.813,0.842,Sharp-Right-Turn
0.879,0.838,Sharp-Right-Turn
0.816,0.548,Sharp-Right-Turn
0.812,0.667,Sharp-Right-Turn
0.811,0.665,Sharp-Right-Turn
0.814,0.666,Sharp-Right-Turn
0.817,0.546,Sharp-Right-Turn
1.554,0.538,Move-Forward
0.837,0.805,Sharp-Right-Turn
0.903,0.549,Move-Forward
1.58,0.799,Move-Forward
1.719,0.795,Move-Forward
1.721,0.793,Move-Forward
1.717,0.793,Move-Forward
1.717,0.796,Move-Forward
1.716,0.793,Move-Forward
1.715,0.796,Move-Forward
1.569,0.791,Move-Forward
1.566,0.792,Move-Forward
1.696,0.788,Move-Forward
1.685,0.78,Move-Forward
1.669,0.775,Move-Forward
0.902,0.616,Move-Forward
1.637,0.632,Move-Forward
1.62,0.753,Move-Forward
1.596,0.745,Move-Forward
1.569,0.737,Move-Forward
1.553,0.729,Move-Forward
1.552,0.721,Move-Forward
1.533,0.712,Move-Forward
0.835,0.704,Sharp-Right-Turn
0.806,0.697,Sharp-Right-Turn
0.791,0.688,Sharp-Right-Turn
0.78,0.68,Sharp-Right-Turn
0.858,0.672,Sharp-Right-Turn
1.416,0.664,Move-Forward
1.407,0.657,Move-Forward
1.403,0.652,Move-Forward
1.401,0.65,Move-Forward
0.854,0.651,Sharp-Right-Turn
0.857,0.651,Sharp-Right-Turn
1.404,0.652,Move-Forward
0.854,0.65,Sharp-Right-Turn
0.851,0.65,Sharp-Right-Turn
0.855,0.649,Sharp-Right-Turn
0.851,0.649,Sharp-Right-Turn
0.847,0.649,Sharp-Right-Turn
0.847,0.651,Sharp-Right-Turn
0.853,0.651,Sharp-Right-Turn
1.395,0.649,Move-Forward
1.394,0.656,Move-Forward
1.394,0.645,Move-Forward
1.392,0.643,Move-Forward
1.391,0.643,Move-Forward
1.389,0.643,Move-Forward
1.387,0.642,Move-Forward
1.382,0.641,Move-Forward
0.858,0.635,Sharp-Right-Turn
1.364,0.631,Move-Forward
1.348,0.627,Move-Forward
1.334,0.622,Move-Forward
1.316,0.617,Move-Forward
0.907,0.612,Move-Forward
1.291,0.607,Move-Forward
1.275,0.603,Move-Forward
1.262,0.599,Move-Forward
1.242,0.594,Move-Forward
1.226,0.59,Move-Forward
1.209,0.585,Move-Forward
1.191,0.58,Move-Forward
1.171,0.576,Move-Forward
1.153,0.572,Move-Forward
1.136,0.567,Move-Forward
1.118,0.562,Move-Forward
1.1,0.557,Move-Forward
1.084,0.552,Move-Forward
1.066,0.547,Move-Forward
1.047,0.542,Move-Forward
0.842,0.537,Sharp-Right-Turn
0.815,0.531,Sharp-Right-Turn
0.992,0.526,Move-Forward
0.977,0.521,Move-Forward
0.958,0.516,Move-Forward
0.746,0.512,Sharp-Right-Turn
0.729,0.508,Sharp-Right-Turn
0.91,0.504,Move-Forward
0.895,0.5,Sharp-Right-Turn
0.888,0.497,Sharp-Right-Turn
0.868,0.493,Sharp-Right-Turn
0.858,0.489,Sharp-Right-Turn
0.852,0.487,Sharp-Right-Turn
0.853,0.487,Sharp-Right-Turn
0.854,0.487,Sharp-Right-Turn
0.854,0.487,Sharp-Right-Turn
0.854,0.486,Sharp-Right-Turn
0.853,0.486,Sharp-Right-Turn
0.853,0.485,Sharp-Right-Turn
0.852,0.484,Sharp-Right-Turn
0.852,0.483,Sharp-Right-Turn
0.851,0.482,Sharp-Right-Turn
0.847,0.481,Sharp-Right-Turn
0.846,0.48,Sharp-Right-Turn
0.846,0.479,Sharp-Right-Turn
0.849,0.476,Sharp-Right-Turn
0.848,0.474,Sharp-Right-Turn
0.848,0.473,Sharp-Right-Turn
0.848,0.473,Sharp-Right-Turn
0.851,0.472,Sharp-Right-Turn
0.851,0.471,Sharp-Right-Turn
0.851,0.471,Sharp-Right-Turn
1.482,0.469,Slight-Right-Turn
1.482,0.468,Slight-Right-Turn
1.132,0.466,Slight-Right-Turn
1.54,0.465,Slight-Right-Turn
1.132,0.464,Slight-Right-Turn
1.117,0.463,Slight-Right-Turn
1.12,0.464,Slight-Right-Turn
1.132,0.464,Slight-Right-Turn
1.125,0.464,Slight-Right-Turn
1.12,0.465,Slight-Right-Turn
1.114,0.465,Slight-Right-Turn
1.109,0.466,Slight-Right-Turn
1.103,0.466,Slight-Right-Turn
1.104,0.468,Slight-Right-Turn
1.504,0.469,Slight-Right-Turn
1.496,0.47,Slight-Right-Turn
1.485,0.472,Slight-Right-Turn
1.476,0.473,Slight-Right-Turn
1.468,0.475,Slight-Right-Turn
1.46,0.476,Slight-Right-Turn
1.451,0.478,Slight-Right-Turn
1.443,0.479,Slight-Right-Turn
1.435,0.481,Slight-Right-Turn
1.427,0.483,Slight-Right-Turn
1.419,0.485,Slight-Right-Turn
1.412,0.487,Slight-Right-Turn
1.404,0.489,Slight-Right-Turn
1.399,0.492,Slight-Right-Turn
1.391,0.495,Move-Forward
1.321,0.497,Move-Forward
1.306,0.499,Move-Forward
1.298,0.502,Move-Forward
1.289,0.505,Move-Forward
1.279,0.509,Move-Forward
1.271,0.513,Move-Forward
1.329,0.517,Move-Forward
1.318,0.522,Move-Forward
1.307,0.526,Move-Forward
1.294,0.531,Move-Forward
1.282,0.538,Move-Forward
1.268,0.545,Move-Forward
1.25,0.552,Move-Forward
1.232,0.56,Move-Forward
1.214,0.567,Move-Forward
1.198,0.574,Move-Forward
1.178,0.581,Move-Forward
1.127,0.587,Move-Forward
1.105,0.594,Move-Forward
1.082,0.6,Move-Forward
1.062,0.607,Move-Forward
1.043,0.615,Move-Forward
1.024,0.623,Move-Forward
1.004,0.631,Move-Forward
0.985,0.639,Move-Forward
0.966,0.647,Move-Forward
0.947,0.655,Move-Forward
0.929,0.662,Move-Forward
0.914,0.669,Move-Forward
0.897,0.676,Sharp-Right-Turn
0.885,0.684,Sharp-Right-Turn
1.124,0.681,Move-Forward
1.116,0.683,Move-Forward
1.497,0.686,Move-Forward
1.479,0.689,Move-Forward
1.462,0.694,Move-Forward
1.446,0.7,Move-Forward
1.431,0.705,Move-Forward
1.058,0.711,Move-Forward
1.047,0.716,Move-Forward
1.039,0.721,Move-Forward
1.031,0.727,Move-Forward
1.023,0.733,Move-Forward
0.684,0.74,Sharp-Right-Turn
0.663,0.75,Sharp-Right-Turn
0.648,0.757,Sharp-Right-Turn
0.632,0.765,Sharp-Right-Turn
0.617,0.772,Sharp-Right-Turn
0.604,0.776,Sharp-Right-Turn
0.592,0.779,Sharp-Right-Turn
0.591,0.775,Sharp-Right-Turn
1.04,0.774,Move-Forward
1.041,0.772,Move-Forward
1.042,0.772,Move-Forward
1.041,0.772,Move-Forward
1.039,0.773,Move-Forward
1.037,0.774,Move-Forward
1.036,0.774,Move-Forward
1.034,0.775,Move-Forward
1.033,0.776,Move-Forward
1.032,0.776,Move-Forward
1.03,0.777,Move-Forward
1.029,0.777,Move-Forward
1.027,0.778,Move-Forward
1.026,0.778,Move-Forward
1.025,0.778,Move-Forward
1.02,0.779,Move-Forward
1.02,0.78,Move-Forward
1.015,0.779,Move-Forward
1.007,0.778,Move-Forward
0.997,0.78,Move-Forward
0.983,0.779,Move-Forward
0.974,0.782,Move-Forward
0.96,0.808,Move-Forward
0.945,0.782,Move-Forward
0.93,0.785,Move-Forward
0.914,0.782,Move-Forward
0.895,0.782,Sharp-Right-Turn
0.875,0.779,Sharp-Right-Turn
0.859,0.78,Sharp-Right-Turn
0.842,0.782,Sharp-Right-Turn
0.823,0.784,Sharp-Right-Turn
0.808,0.786,Sharp-Right-Turn
0.795,0.787,Sharp-Right-Turn
0.789,0.787,Sharp-Right-Turn
0.79,0.789,Sharp-Right-Turn
0.791,0.791,Sharp-Right-Turn
0.792,0.794,Sharp-Right-Turn
0.792,0.892,Sharp-Right-Turn
0.792,0.888,Sharp-Right-Turn
0.792,0.891,Sharp-Right-Turn
0.792,0.887,Sharp-Right-Turn
0.792,0.887,Sharp-Right-Turn
0.792,0.887,Sharp-Right-Turn
0.792,0.886,Sharp-Right-Turn
0.791,0.885,Sharp-Right-Turn
0.79,0.791,Sharp-Right-Turn
0.79,0.789,Sharp-Right-Turn
0.789,0.784,Sharp-Right-Turn
0.788,0.779,Sharp-Right-Turn
0.787,0.773,Sharp-Right-Turn
0.786,0.771,Sharp-Right-Turn
0.785,0.77,Sharp-Right-Turn
0.787,0.768,Sharp-Right-Turn
0.79,0.398,Sharp-Right-Turn
0.8,0.389,Sharp-Right-Turn
0.785,0.387,Sharp-Right-Turn
0.785,0.384,Sharp-Right-Turn
0.784,0.383,Sharp-Right-Turn
0.787,0.777,Sharp-Right-Turn
0.786,0.765,Sharp-Right-Turn
0.793,0.863,Sharp-Right-Turn
0.81,0.78,Sharp-Right-Turn
0.82,0.371,Sharp-Right-Turn
1.799,0.368,Slight-Right-Turn
0.949,0.366,Slight-Right-Turn
0.944,0.364,Slight-Right-Turn
